Text,H1,H2,H4,H5,H6,H7,H9,H10,polarity
جيد. فندق جدا رائع للعوائل هدوء تام لايوجد ازعاج الشباب والمراقص الليلية انصح فيه لمن يريد السكنه في هدوء مع موجود سيارة لبعد الفندق عن المولات والمطاعم. لا يوجد مطاعم حول الفندق سوا المطاعم الفلبينيه الفندق يحتاج سيارة خاصه,0,0,0,0,1,1,1,1,positive
انا طلبت كيكه عيد ميلادي و لما اجت ماكانت بشبه الصوره ابدا كانت ع سوره مليا شكلاته و لما اجت ما كان فيها شكلاته كثير و تواصلت معكم حكيتوا هاي نفس الكيكه الي طلبتيها فلوسمحتوا فلما تحطو صوره تكون نفس الواقع ...........,0,0,1,1,1,1,0,0,positive
اجمل موقع طلبات فمستوى العالم   العالم,1,1,0,1,0,0,0,0,positive
اعجبني كثيرا واكتير مفيد,0,1,0,1,0,0,0,0,positive
“مناسب جدا للازواج”. موقع الفندق ممتاز . الاستقبال والاهتمام بالنزيل الفندق نظيف. تصميم الغرف نوعا ما ..,0,0,0,0,1,0,1,1,positive
“رائع جدا”. النظافه المكان واسع جدا يكفي اكثر من عائلة وجود ٣ حمامات ومجلس وصاله كبيره ومطبخ مجهز وافضل شي كان وجود مكنسة كهربائيه خاصه بكل شقه وممسحه. الموقع بعيد عن الطائف وقريب من طريق السيل,0,0,0,1,1,1,1,0,positive
احسن موقع مطاعم,0,1,0,1,0,0,0,0,positive
“رائع ..”. الهدوء ، حسن الاستقبال ، مساحة الغرف ، سرعة الانترنت ، سرعة استجابة الاستقبال و خدمات الغرف. الافطار لم يعجبني ابدا ..,0,0,1,0,1,0,0,1,positive
استثنائي. المكان هادئ وتوفر مواقف السيارات والعاملون فيه ممتازين ونظيف والاثاث وتنسيق الغرف متناسبه. بعض النواقص مثل الخزنه الصغيره الخاصه داخل الغرفه و غساله ملابس صغيره والمطعم لايوجد به اية خصوصيه,0,0,0,0,1,1,1,1,positive
استثنائي. . صعوبة المصاعد,0,1,0,1,0,0,0,0,positive
عسير,0,1,0,1,0,0,0,0,positive
شركة مصرية عريقة في مجال البناء,0,0,0,1,0,0,0,0,positive
“ممتاز سعره للي يبي ينام فقط في الفندق ومعظم وقته خارجا”. القيمة مقابل الموقع. حيث ان الفندق على شارع الشيخ زايد. وممشى الجي بي أر مسافة ٥ دقايق مشي على الأقدام. اكثر الفنادق هناك غالية مقارنة بالسعر الجيد لهذا الفندق. لا يسمح بدخول الزوارلا يوجد بارلا اعلم ان كان يوجد نادي رياضي او سبااللوبي صغير جدا وما فيه اي شي مجرد كنبتين جلوس,0,0,0,0,1,1,1,1,positive
“اجمل شاطئ ولكن يجب زيادة الخدمات فيه”. . الاكل لم يكون على قد قيمته,1,0,0,1,0,0,1,0,positive
استثنائي. نظيف والغرف واسعة الساحه الخارجية ممتعه مع تعدد في المسابح. ,0,0,0,1,0,0,1,0,positive
رائع. الموقع. فرش أرضية الغرف,0,1,0,1,0,0,0,0,positive
“كل شئ جيد فقط بعد المكان عن المجمعات التجاريه”. الحمدلله كل شئ جميل. للعلم الفندق لا يصلح للعائلات المحافظه,0,0,0,0,1,0,1,1,positive
جيد جداً. اشكر للامانه السيد Bndhi في الاستقبال على اناقة وحسن التعاملوجميع من صادفت من طاقم الفندق يقابلونك بابتسامه لها وقع حسن الظيافه. مواقف السيارات يجب ان تعالج هذه المشكلهدورة المياه يجب توفير الشطاف اليدوي,0,0,0,0,1,1,1,1,positive
استثنائي. مكان رائع وجميل كل شي فيه منظم والخدمه سريعه والهدوء والواي فاي سريع وكل شي على باستخدام التكنلوجيا. لا شيء,0,0,0,0,1,0,1,1,positive
رائع. الافطار متنوع ورائع ..الطاقم متعاون جدا ..الموقع جدا مميز. سكنت في الدور العشرين واستيقظت على إنذار بالحريق واضطررت للنزول العشرين طابق عن طريق السلالم وعند وصولنا للأسفل عرفنا بإنتهاء الانذار,0,0,0,0,1,0,1,1,positive
“الشقق تستحق مزيدا من الاهتمام بالنظافة لانهاء جديدة.”. الطاقم اخلاق عالية.العمارة جديدة.خدمة غسل الملابس.. عدم نظافة الكنب والسجاد.البوفية مبالغ في اسعار الحلويات.تسليم الملابس غير دقيق ويجب تذكيرهم وانصحك بالغسيل العادي.,0,0,0,0,1,0,1,1,positive
استثنائي. كل شيء جميل جداً ... في الليل صفار الانذار لازم يشتغل و على قولهم انو احد النزلاء يدخن !!!!,0,0,0,1,1,0,1,0,positive
أعطو الناس حقها,0,1,0,1,0,0,0,0,positive
جدا سريع,0,1,0,1,0,0,0,0,positive
استثنائي. مدير اسمه جلال واهر اسمه اسلام. ,0,0,0,1,0,0,0,0,positive
تطبيق ممتاز مواعيد مظبوطه خدمه محترمه واسعار كويسه بس ملحوظه لزم يكون في تحدث لخدمه العملاء,0,0,0,1,1,0,1,0,positive
استثنائي. الافطار مرررره روعه ومتنوع. الفرش داخل الاجنحه مره مو مناسب,0,0,0,0,0,0,1,1,positive
رائع. مساحة ممتازة لغرف البريميوم  60 متر مربع تقريباالموقعالهدوءالنظافةالمسبح. تاخر في اجراءات الدخوللا يوجد مسبح  خاص للاطفال,0,0,0,0,1,0,1,1,positive
“شقة عائلية فاخرة”. الشقة واسعة - أثاثها راقي وجديد - الواي فاي لا بأس به - أسفل المبنى بقالة صغيرة ولكن أسعارها مرتفعة جداً - قريب منها مطاعم متنوعة وأفضلها مطعم أرز لبنان - موظفو الاستقبال متعاونين - تقديم سلة فاكهة للنزيل .. يوجد رائحة كريهة جداً لمياه الشقة تشبه رائحة مياه الصرف الصحي كما أن لونها يميل للإصفرار عند فتح الصنبور واعتقادي بأنها مياه ملوثة !!,0,0,0,0,1,1,1,1,positive
تمام ممتاز,0,1,0,1,0,0,0,0,positive
“المكان ممتاز جدا”. اعجبني تعامل طاقم العمل وبالاخص الاستقبال سوداني اسمه حسن اتوقع تعامله جدا راقي. ,0,0,1,1,1,0,0,0,positive
غالي جدا جدا,0,1,0,1,0,0,0,0,positive
خطير,0,1,0,1,0,0,0,0,positive
“إقامة ممتعة و رائعة”. عشاء يوم الخميس و الإفطار اليومي و مساحة الغرف. لا يوجد شيء لم يعجبنا,0,0,0,1,1,0,1,0,positive
ضعيف. مساحة المسبح ممتازة. الصراحة جربت فنادق كثيرة 5 نجوم ولكنه كان الادنى مستوى بالنسبة للنظافة والاهتمام من لحظة الاستقبال لحين المغادرة عدا عن اني لم احصل على المزايا للغرفة التي طلبتها عند الحجز وشكرا . ارجو لكم مزيد من التقدم ليتناسب مع اسم الفندق,0,0,0,0,1,1,1,1,positive
جيد. القيمه وطيبة الموظفين. بعد الفندق من الحرم الغرفه صغيره جداوالحمام اظن متر في متر,0,0,1,0,0,0,0,1,positive
جيدا جدا... اقوم بالطهي المنزلي لست بحاجتة سأفسح المجال للآخرين في هذا التطبيق,0,0,0,1,0,0,1,0,positive
جيد. الموقع والقيمة. تم أخذ المبلغ مني كاش وبعدها تم خصم الفيزا,0,0,0,1,0,0,1,0,positive
“انصح به”. فندق جداً ممتاز للعوائل منع التدخين في فندق شي إيجابي جداً. لا شي,0,0,0,0,0,0,1,1,positive
“ممتاز”. كان يوجد مكان خاص للأطفال من الساعة ٨ الي الساعة ١١ ممتاز من غير الحديقة الخارجية فارتحت من ناحيه ألعاب الاطفال الاستقال وخاصه السيد محروس تعاملهم في الاستقبال ممتاز. الافطار,0,0,0,1,1,0,1,0,positive
“شكرا لحسن التعامل”. مرونة التعامل مع موظفي الاستقبال. تحديد أوقات النقل من وإلى الحرم بدقة وإلتزام أكثر توفير وجبات بالفندق نظرا لبعد المطاعم,0,0,0,0,1,0,1,1,positive
يا ليت يوصل في سلطنة عمان,0,0,0,1,0,0,0,0,positive
رائع. كل شي  جيد ويستحق الزيارة مرة اخرى. دخول الناس للباروكذالك اللوبي صغير ًلايوجد خدمه مساج,0,0,0,0,1,0,1,1,positive
تمام دكتور,0,1,0,1,0,0,0,0,positive
“اقامتي في فندق دار الايمان رويال كانت جيده”. اعجبني قرب الموقع من المسجد الحرام النزول من الفندق على ساحة الحرم مباشره قريب جداوفي وسط السوق. لم يعجبني  كانت الغرفه التي سكنت فيها لها بابين باب خارجي وباب مشترك مع الغرفه الاخرى وحدث ازعاج واصوات من النزلاء المجاورين لغرفتي لاتستطيع النوم ابدا وخاصة انهم حمله عمره واجانب . على النزيل ان يتاكد انها غرفه مستقله بباب واخد حتى يرتاح من الازعاج,0,0,1,0,1,1,0,1,positive
"عجيييب برنامج و منقذ صراحه و اكله لذيييذ و ايي حار و نظيف شكرا طلبات من 
القلب 💋💕",0,0,0,1,0,0,1,0,positive
